,Topic_name,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords
4056,4056,70er/Nazareth\Walk-By-Yourself.txt,2.0,0.5695,"to, going, get, got, like, come, right, ready, well, know"
4057,4057,70er/Nazareth\Warning.txt,2.0,0.5009,"to, going, get, got, like, come, right, ready, well, know"
4058,4058,70er/Nazareth\Watch-Your-Back.txt,7.0,0.3735,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4059,4059,70er/Nazareth\We-Are-The-People.txt,5.0,0.5202,"get, know, say, good, tell, man, go, way, hey, time"
4060,4060,70er/Nazareth\What's-In-It-For-Me.txt,0.0,0.7636,"love, know, time, heart, want, way, feel, let, tell, life"
4061,4061,70er/Nazareth\What-Goes-Around.txt,4.0,0.4794,"away, day, go, come, time, run, look, night, like, home"
4062,4062,70er/Nazareth\Whatever-You-Want-Bebe.txt,0.0,0.6867,"love, know, time, heart, want, way, feel, let, tell, life"
4063,4063,70er/Nazareth\When-Jesus-Comes-To-Save-The-World-Again.txt,0.0,0.408,"love, know, time, heart, want, way, feel, let, tell, life"
4064,4064,70er/Nazareth\Whippin'-Boy.txt,2.0,0.5738,"to, going, get, got, like, come, right, ready, well, know"
4065,4065,70er/Nazareth\Whisky-Drinking-Woman.txt,5.0,0.9592,"get, know, say, good, tell, man, go, way, hey, time"
4066,4066,70er/Nazareth\Whiteboy.txt,1.0,0.571,"la, hear, sing, lord, come, time, people, song, god, world"
4067,4067,70er/Nazareth\Why-Don't-You-Read-The-Book.txt,2.0,0.6763,"to, going, get, got, like, come, right, ready, well, know"
4068,4068,70er/Nazareth\Wild-Honey.txt,6.0,0.5048,"baby, come, want, get, let, wanna, girl, to, love, know"
4069,4069,70er/Nazareth\Winter-Sunlight.txt,1.0,0.4343,"la, hear, sing, lord, come, time, people, song, god, world"
4070,4070,70er/Nazareth\Witchdoctor-Woman.txt,7.0,0.5552,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4071,4071,70er/Nazareth\Woke-Up-This-Morning.txt,4.0,0.4831,"away, day, go, come, time, run, look, night, like, home"
4072,4072,70er/Nazareth\You're-The-Violin.txt,6.0,0.5141,"baby, come, want, get, let, wanna, girl, to, love, know"
4073,4073,70er/Nazareth\You-Call-Me.txt,5.0,0.3418,"get, know, say, good, tell, man, go, way, hey, time"
4074,4074,70er/Nazareth\You-Don't-Believe-In-Us.txt,0.0,0.5653,"love, know, time, heart, want, way, feel, let, tell, life"
4075,4075,70er/Nazareth\You-Had-It-Comin'.txt,2.0,0.3231,"to, going, get, got, like, come, right, ready, well, know"
4076,4076,70er/Nazareth\You-Love-Another.txt,0.0,0.7447,"love, know, time, heart, want, way, feel, let, tell, life"
4077,4077,70er/NormanGreenbaum\Alice-Bodine.txt,4.0,0.7964,"away, day, go, come, time, run, look, night, like, home"
4078,4078,70er/NormanGreenbaum\California-Earthquake.txt,5.0,0.6218,"get, know, say, good, tell, man, go, way, hey, time"
4079,4079,70er/NormanGreenbaum\Good-Lookin'-Woman.txt,6.0,0.401,"baby, come, want, get, let, wanna, girl, to, love, know"
4080,4080,70er/NormanGreenbaum\Jubilee.txt,5.0,0.5346,"get, know, say, good, tell, man, go, way, hey, time"
4081,4081,70er/NormanGreenbaum\Junior-Cadillac.txt,2.0,0.6721,"to, going, get, got, like, come, right, ready, well, know"
4082,4082,70er/NormanGreenbaum\Marcy.txt,0.0,0.9583,"love, know, time, heart, want, way, feel, let, tell, life"
4083,4083,70er/NormanGreenbaum\Milk-Cow.txt,4.0,0.5703,"away, day, go, come, time, run, look, night, like, home"
4084,4084,70er/NormanGreenbaum\Skyline.txt,4.0,0.3702,"away, day, go, come, time, run, look, night, like, home"
4085,4085,70er/NormanGreenbaum\Spirit-In-The-Sky.txt,2.0,0.5392,"to, going, get, got, like, come, right, ready, well, know"
4086,4086,70er/NormanGreenbaum\Tars-Of-India.txt,2.0,0.5744,"to, going, get, got, like, come, right, ready, well, know"
4087,4087,70er/NormanGreenbaum\The-Power.txt,5.0,0.4318,"get, know, say, good, tell, man, go, way, hey, time"
4088,4088,70er/PinkFloyd\A-Great-Day-For-Freedom.txt,4.0,0.5978,"away, day, go, come, time, run, look, night, like, home"
4089,4089,70er/PinkFloyd\A-New-Machine---Part-I.txt,0.0,0.504,"love, know, time, heart, want, way, feel, let, tell, life"
4090,4090,70er/PinkFloyd\A-New-Machine---Part-II.txt,0.0,0.781,"love, know, time, heart, want, way, feel, let, tell, life"
4091,4091,70er/PinkFloyd\A-Pillow-Of-Winds.txt,7.0,0.4655,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4092,4092,70er/PinkFloyd\A-Spanish-Piece.txt,7.0,0.3743,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4093,4093,70er/PinkFloyd\Another-Brick-In-The-Wall-(Part-I).txt,7.0,0.5467,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4094,4094,70er/PinkFloyd\Another-Brick-In-The-Wall-(Part-II).txt,7.0,0.512,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4095,4095,70er/PinkFloyd\Another-Brick-In-The-Wall-(Part-III).txt,7.0,0.422,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4096,4096,70er/PinkFloyd\Apples-And-Oranges.txt,5.0,0.4642,"get, know, say, good, tell, man, go, way, hey, time"
4097,4097,70er/PinkFloyd\Arnold-Layne.txt,2.0,0.6341,"to, going, get, got, like, come, right, ready, well, know"
4098,4098,70er/PinkFloyd\Astronomy-Domine.txt,1.0,0.4836,"la, hear, sing, lord, come, time, people, song, god, world"
4099,4099,70er/PinkFloyd\Biding-My-Time.txt,4.0,0.551,"away, day, go, come, time, run, look, night, like, home"
4100,4100,70er/PinkFloyd\Bike.txt,5.0,0.8127,"get, know, say, good, tell, man, go, way, hey, time"
4101,4101,70er/PinkFloyd\Brain-Damage.txt,4.0,0.4097,"away, day, go, come, time, run, look, night, like, home"
4102,4102,70er/PinkFloyd\Breathe---Reprise.txt,4.0,0.5102,"away, day, go, come, time, run, look, night, like, home"
4103,4103,70er/PinkFloyd\Breathe.txt,7.0,0.4459,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4104,4104,70er/PinkFloyd\Bring-The-Boys-Back-Home.txt,5.0,0.9416,"get, know, say, good, tell, man, go, way, hey, time"
4105,4105,70er/PinkFloyd\Burning-Bridges.txt,7.0,0.9347,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4106,4106,70er/PinkFloyd\Butterfly.txt,2.0,0.4993,"to, going, get, got, like, come, right, ready, well, know"
4107,4107,70er/PinkFloyd\Candy-And-A-Current-Bun.txt,2.0,0.3735,"to, going, get, got, like, come, right, ready, well, know"
4108,4108,"70er/PinkFloyd\Careful-With-That-Axe,-Eugene.txt",7.0,0.7984,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4109,4109,70er/PinkFloyd\Chapter-24.txt,4.0,0.4832,"away, day, go, come, time, run, look, night, like, home"
4110,4110,70er/PinkFloyd\Childhood's-End.txt,7.0,0.4376,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4111,4111,70er/PinkFloyd\Cirrus-Minor.txt,4.0,0.3442,"away, day, go, come, time, run, look, night, like, home"
4112,4112,70er/PinkFloyd\Comfortably-Numb.txt,7.0,0.3398,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4113,4113,70er/PinkFloyd\Coming-Back-To-Life.txt,4.0,0.4362,"away, day, go, come, time, run, look, night, like, home"
4114,4114,70er/PinkFloyd\Corporal-Clegg.txt,4.0,0.4087,"away, day, go, come, time, run, look, night, like, home"
4115,4115,70er/PinkFloyd\Crying-Song.txt,4.0,0.6022,"away, day, go, come, time, run, look, night, like, home"
4116,4116,70er/PinkFloyd\Cymbaline.txt,4.0,0.5009,"away, day, go, come, time, run, look, night, like, home"
4117,4117,70er/PinkFloyd\Dogs.txt,2.0,0.5615,"to, going, get, got, like, come, right, ready, well, know"
4118,4118,70er/PinkFloyd\Don't-Leave-Me-Now.txt,4.0,0.6408,"away, day, go, come, time, run, look, night, like, home"
4119,4119,70er/PinkFloyd\Double-O-Bo.txt,2.0,0.7591,"to, going, get, got, like, come, right, ready, well, know"
4120,4120,70er/PinkFloyd\Echoes.txt,7.0,0.4637,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4121,4121,70er/PinkFloyd\Eclipse.txt,7.0,0.8221,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4122,4122,70er/PinkFloyd\Embryo.txt,4.0,0.739,"away, day, go, come, time, run, look, night, like, home"
4123,4123,70er/PinkFloyd\Empty-Spaces.txt,1.0,0.5876,"la, hear, sing, lord, come, time, people, song, god, world"
4124,4124,70er/PinkFloyd\Fat-Old-Sun.txt,1.0,0.8778,"la, hear, sing, lord, come, time, people, song, god, world"
4125,4125,70er/PinkFloyd\Fearless.txt,4.0,0.8946,"away, day, go, come, time, run, look, night, like, home"
4126,4126,70er/PinkFloyd\Flaming.txt,7.0,0.7093,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4127,4127,70er/PinkFloyd\Free-Four.txt,7.0,0.3658,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4128,4128,70er/PinkFloyd\Get-Your-Filthy-Hands-Off-My-Desert.txt,2.0,0.5043,"to, going, get, got, like, come, right, ready, well, know"
4129,4129,70er/PinkFloyd\Goodbye-Blue-Sky.txt,4.0,0.5906,"away, day, go, come, time, run, look, night, like, home"
4130,4130,70er/PinkFloyd\Goodbye-Cruel-World.txt,4.0,0.6448,"away, day, go, come, time, run, look, night, like, home"
4131,4131,70er/PinkFloyd\Grantchester-Meadows.txt,4.0,0.4032,"away, day, go, come, time, run, look, night, like, home"
4132,4132,70er/PinkFloyd\Green-Is-The-Colour.txt,7.0,0.603,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4133,4133,70er/PinkFloyd\Have-A-Cigar.txt,2.0,0.5516,"to, going, get, got, like, come, right, ready, well, know"
4134,4134,70er/PinkFloyd\Hey-You.txt,7.0,0.523,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4135,4135,70er/PinkFloyd\High-Hopes.txt,7.0,0.5904,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4136,4136,70er/PinkFloyd\I'm-A-King-Bee.txt,5.0,0.7896,"get, know, say, good, tell, man, go, way, hey, time"
4137,4137,70er/PinkFloyd\Ibiza-Bar.txt,0.0,0.3944,"love, know, time, heart, want, way, feel, let, tell, life"
4138,4138,70er/PinkFloyd\If.txt,2.0,0.2864,"to, going, get, got, like, come, right, ready, well, know"
4139,4139,70er/PinkFloyd\In-The-Flesh.txt,2.0,0.5515,"to, going, get, got, like, come, right, ready, well, know"
4140,4140,70er/PinkFloyd\It-Would-Be-So-Nice.txt,4.0,0.5945,"away, day, go, come, time, run, look, night, like, home"
4141,4141,70er/PinkFloyd\Jugband-Blues.txt,4.0,0.3767,"away, day, go, come, time, run, look, night, like, home"
4142,4142,70er/PinkFloyd\Julia-Dream.txt,4.0,0.5435,"away, day, go, come, time, run, look, night, like, home"
4143,4143,70er/PinkFloyd\Keep-Talking.txt,0.0,0.447,"love, know, time, heart, want, way, feel, let, tell, life"
4144,4144,70er/PinkFloyd\King-Bee-(Slim-Harpo-1957).txt,5.0,0.7738,"get, know, say, good, tell, man, go, way, hey, time"
4145,4145,70er/PinkFloyd\Learning-To-Fly.txt,7.0,0.584,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4146,4146,70er/PinkFloyd\Let-There-Be-More-Light.txt,1.0,0.4365,"la, hear, sing, lord, come, time, people, song, god, world"
4147,4147,70er/PinkFloyd\Lost-For-Words.txt,4.0,0.6069,"away, day, go, come, time, run, look, night, like, home"
4148,4148,70er/PinkFloyd\Louder-Than-Words.txt,1.0,0.3643,"la, hear, sing, lord, come, time, people, song, god, world"
4149,4149,70er/PinkFloyd\Lucifer-Sam.txt,7.0,0.5743,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4150,4150,70er/PinkFloyd\Lucy-Leave.txt,6.0,0.5551,"baby, come, want, get, let, wanna, girl, to, love, know"
4151,4151,70er/PinkFloyd\Matilda-Mother.txt,1.0,0.3231,"la, hear, sing, lord, come, time, people, song, god, world"
4152,4152,70er/PinkFloyd\Money.txt,5.0,0.5914,"get, know, say, good, tell, man, go, way, hey, time"
4153,4153,70er/PinkFloyd\Mother.txt,2.0,0.2822,"to, going, get, got, like, come, right, ready, well, know"
4154,4154,70er/PinkFloyd\Nobody-Home.txt,5.0,0.5451,"get, know, say, good, tell, man, go, way, hey, time"
4155,4155,70er/PinkFloyd\Not-Now-John.txt,2.0,0.6286,"to, going, get, got, like, come, right, ready, well, know"
4156,4156,70er/PinkFloyd\On-The-Turning-Away.txt,7.0,0.693,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4157,4157,70er/PinkFloyd\One-Of-My-Turns.txt,5.0,0.4199,"get, know, say, good, tell, man, go, way, hey, time"
4158,4158,70er/PinkFloyd\One-Of-The-Few.txt,7.0,0.7999,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4159,4159,70er/PinkFloyd\One-Of-These-Days.txt,4.0,0.8538,"away, day, go, come, time, run, look, night, like, home"
4160,4160,70er/PinkFloyd\One-Slip.txt,4.0,0.3004,"away, day, go, come, time, run, look, night, like, home"
4161,4161,70er/PinkFloyd\Outside-The-Wall.txt,7.0,0.357,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4162,4162,70er/PinkFloyd\Paint-Box.txt,4.0,0.8139,"away, day, go, come, time, run, look, night, like, home"
4163,4163,70er/PinkFloyd\Paranoid-Eyes.txt,7.0,0.5307,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4164,4164,70er/PinkFloyd\Pigs-(Three-Different-Ones).txt,5.0,0.3934,"get, know, say, good, tell, man, go, way, hey, time"
4165,4165,70er/PinkFloyd\Pigs-On-The-Wing-(Part-One).txt,0.0,0.5528,"love, know, time, heart, want, way, feel, let, tell, life"
4166,4166,70er/PinkFloyd\Pigs-On-The-Wing-(Part-Two).txt,0.0,0.4047,"love, know, time, heart, want, way, feel, let, tell, life"
4167,4167,70er/PinkFloyd\Point-Me-At-The-Sky.txt,7.0,0.4215,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4168,4168,70er/PinkFloyd\Poles-Apart.txt,4.0,0.3958,"away, day, go, come, time, run, look, night, like, home"
4169,4169,70er/PinkFloyd\Remember-A-Day.txt,4.0,0.6058,"away, day, go, come, time, run, look, night, like, home"
4170,4170,70er/PinkFloyd\Remember-Me.txt,2.0,0.6122,"to, going, get, got, like, come, right, ready, well, know"
4171,4171,70er/PinkFloyd\Run-Like-Hell.txt,2.0,0.3668,"to, going, get, got, like, come, right, ready, well, know"
4172,4172,70er/PinkFloyd\San-Tropez.txt,4.0,0.5048,"away, day, go, come, time, run, look, night, like, home"
4173,4173,70er/PinkFloyd\Scream-Thy-Last-Scream.txt,5.0,0.3955,"get, know, say, good, tell, man, go, way, hey, time"
4174,4174,70er/PinkFloyd\Seabirds.txt,7.0,0.4863,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4175,4175,70er/PinkFloyd\Seamus.txt,4.0,0.3777,"away, day, go, come, time, run, look, night, like, home"
4176,4176,70er/PinkFloyd\See-Emily-Play.txt,4.0,0.5453,"away, day, go, come, time, run, look, night, like, home"
4177,4177,70er/PinkFloyd\See-Saw.txt,4.0,0.3407,"away, day, go, come, time, run, look, night, like, home"
4178,4178,70er/PinkFloyd\Set-The-Controls-For-The-Heart-Of-The-Sun.txt,0.0,0.3334,"love, know, time, heart, want, way, feel, let, tell, life"
4179,4179,70er/PinkFloyd\Several-Species-Of-Small-Furry-Animals-Gathered-Together-In-A-Cave-And-Grooving-With-A-Pict.txt,1.0,0.322,"la, hear, sing, lord, come, time, people, song, god, world"
4180,4180,70er/PinkFloyd\Sheep.txt,1.0,0.351,"la, hear, sing, lord, come, time, people, song, god, world"
4181,4181,70er/PinkFloyd\Shine-On-You-Crazy-Diamond-(I-V).txt,7.0,0.5936,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4182,4182,70er/PinkFloyd\Shine-On-You-Crazy-Diamond-(VI-IX).txt,2.0,0.2784,"to, going, get, got, like, come, right, ready, well, know"
4183,4183,70er/PinkFloyd\Sorrow.txt,7.0,0.5337,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4184,4184,70er/PinkFloyd\Southampton-Dock.txt,7.0,0.7071,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4185,4185,70er/PinkFloyd\Speak-To-Me.txt,5.0,0.6185,"get, know, say, good, tell, man, go, way, hey, time"
4186,4186,70er/PinkFloyd\Stay.txt,4.0,0.5754,"away, day, go, come, time, run, look, night, like, home"
4187,4187,70er/PinkFloyd\Stop.txt,5.0,0.2941,"get, know, say, good, tell, man, go, way, hey, time"
4188,4188,70er/PinkFloyd\Summer-'68.txt,4.0,0.5991,"away, day, go, come, time, run, look, night, like, home"
4189,4189,70er/PinkFloyd\Take-It-Back.txt,7.0,0.6852,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4190,4190,70er/PinkFloyd\Take-Up-Thy-Stethescope-And-Walk.txt,7.0,0.4551,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4191,4191,70er/PinkFloyd\Talkin'-Hawkin'.txt,1.0,0.5433,"la, hear, sing, lord, come, time, people, song, god, world"
4192,4192,70er/PinkFloyd\The-Dogs-Of-War.txt,2.0,0.4081,"to, going, get, got, like, come, right, ready, well, know"
4193,4193,70er/PinkFloyd\The-Final-Cut.txt,4.0,0.3652,"away, day, go, come, time, run, look, night, like, home"
4194,4194,70er/PinkFloyd\The-Fletcher-Memorial-Home.txt,5.0,0.3333,"get, know, say, good, tell, man, go, way, hey, time"
4195,4195,70er/PinkFloyd\The-Gnome.txt,4.0,0.4114,"away, day, go, come, time, run, look, night, like, home"
4196,4196,70er/PinkFloyd\The-Gold-It's-In-The....txt,0.0,0.3516,"love, know, time, heart, want, way, feel, let, tell, life"
4197,4197,70er/PinkFloyd\The-Great-Gig-In-The-Sky.txt,4.0,0.5582,"away, day, go, come, time, run, look, night, like, home"
4198,4198,70er/PinkFloyd\The-Gunner's-Dream.txt,7.0,0.3254,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4199,4199,70er/PinkFloyd\The-Happiest-Days-Of-Our-Lives.txt,5.0,0.4428,"get, know, say, good, tell, man, go, way, hey, time"
4200,4200,70er/PinkFloyd\The-Hero's-Return.txt,7.0,0.4944,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4201,4201,70er/PinkFloyd\The-Narrow-Way.txt,4.0,0.2873,"away, day, go, come, time, run, look, night, like, home"
4202,4202,70er/PinkFloyd\The-Nile-Song.txt,7.0,0.6296,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4203,4203,70er/PinkFloyd\The-Post-War-Dream.txt,7.0,0.4851,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4204,4204,70er/PinkFloyd\The-Scarecrow.txt,7.0,0.6565,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4205,4205,70er/PinkFloyd\The-Show-Must-Go-On.txt,3.0,0.4829,"little, man, boy, like, play, old, life, mother, song, sing"
4206,4206,70er/PinkFloyd\The-Thin-Ice.txt,4.0,0.3846,"away, day, go, come, time, run, look, night, like, home"
4207,4207,70er/PinkFloyd\The-Trial.txt,7.0,0.387,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4208,4208,70er/PinkFloyd\Time.txt,4.0,0.6788,"away, day, go, come, time, run, look, night, like, home"
4209,4209,70er/PinkFloyd\Two-Suns-In-The-Sunset.txt,7.0,0.5718,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4210,4210,70er/PinkFloyd\Us-And-Them.txt,2.0,0.4557,"to, going, get, got, like, come, right, ready, well, know"
4211,4211,70er/PinkFloyd\Vegetable-Man.txt,2.0,0.4319,"to, going, get, got, like, come, right, ready, well, know"
4212,4212,70er/PinkFloyd\Vera.txt,4.0,0.5549,"away, day, go, come, time, run, look, night, like, home"
4213,4213,70er/PinkFloyd\Waiting-For-The-Worms.txt,4.0,0.5471,"away, day, go, come, time, run, look, night, like, home"
4214,4214,70er/PinkFloyd\Walk-With-Me-Sydney.txt,6.0,0.3598,"baby, come, want, get, let, wanna, girl, to, love, know"
4215,4215,70er/PinkFloyd\Wearing-The-Inside-Out.txt,7.0,0.5781,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4216,4216,70er/PinkFloyd\Welcome-To-The-Machine.txt,2.0,0.3309,"to, going, get, got, like, come, right, ready, well, know"
4217,4217,70er/PinkFloyd\What-Do-You-Want-From-Me.txt,0.0,0.4612,"love, know, time, heart, want, way, feel, let, tell, life"
4218,4218,70er/PinkFloyd\What-Shall-We-Do-Now.txt,2.0,0.4323,"to, going, get, got, like, come, right, ready, well, know"
4219,4219,70er/PinkFloyd\When-The-Tigers-Broke-Free.txt,4.0,0.2591,"away, day, go, come, time, run, look, night, like, home"
4220,4220,70er/PinkFloyd\Wish-You-Were-Here.txt,7.0,0.9403,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4221,4221,70er/PinkFloyd\Yet-Another-Movie.txt,7.0,0.5334,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4222,4222,70er/PinkFloyd\Young-Lust.txt,5.0,0.4117,"get, know, say, good, tell, man, go, way, hey, time"
4223,4223,70er/PinkFloyd\Your-Possible-Pasts.txt,7.0,0.5701,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4224,4224,70er/Queen\'39.txt,4.0,0.5267,"away, day, go, come, time, run, look, night, like, home"
4225,4225,70er/Queen\A-Human-Body.txt,0.0,0.42,"love, know, time, heart, want, way, feel, let, tell, life"
4226,4226,70er/Queen\A-Kind-Of-Magic.txt,3.0,0.4571,"little, man, boy, like, play, old, life, mother, song, sing"
4227,4227,70er/Queen\A-Winter's-Tale.txt,7.0,0.5807,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4228,4228,70er/Queen\Action-This-Day.txt,2.0,0.7087,"to, going, get, got, like, come, right, ready, well, know"
4229,4229,"70er/Queen\All-Dead,-All-Dead-(Hybrid-Version).txt",4.0,0.6909,"away, day, go, come, time, run, look, night, like, home"
4230,4230,"70er/Queen\All-Dead,-All-Dead.txt",4.0,0.6617,"away, day, go, come, time, run, look, night, like, home"
4231,4231,70er/Queen\All-God's-People.txt,0.0,0.373,"love, know, time, heart, want, way, feel, let, tell, life"
4232,4232,70er/Queen\Another-One-Bites-The-Dust.txt,2.0,0.6719,"to, going, get, got, like, come, right, ready, well, know"
4233,4233,70er/Queen\Back-Chat.txt,2.0,0.4452,"to, going, get, got, like, come, right, ready, well, know"
4234,4234,70er/Queen\Bet-Your-Bottom-Dollar-Bill-You're-A-Playboy.txt,2.0,0.7032,"to, going, get, got, like, come, right, ready, well, know"
4235,4235,70er/Queen\Bicycle-Race.txt,1.0,0.4487,"la, hear, sing, lord, come, time, people, song, god, world"
4236,4236,70er/Queen\Big-Bad-Caused-A-Mighty-Fine-Sensation.txt,2.0,0.6671,"to, going, get, got, like, come, right, ready, well, know"
4237,4237,70er/Queen\Bijou.txt,3.0,0.528,"little, man, boy, like, play, old, life, mother, song, sing"
4238,4238,70er/Queen\Body-Language.txt,6.0,0.4588,"baby, come, want, get, let, wanna, girl, to, love, know"
4239,4239,70er/Queen\Bohemian-Rhapsody.txt,0.0,0.3195,"love, know, time, heart, want, way, feel, let, tell, life"
4240,4240,70er/Queen\Breakthru.txt,0.0,0.4582,"love, know, time, heart, want, way, feel, let, tell, life"
4241,4241,70er/Queen\Brighton-Rock.txt,3.0,0.3284,"little, man, boy, like, play, old, life, mother, song, sing"
4242,4242,70er/Queen\Bring-Back-That-Leroy-Brown.txt,2.0,0.6698,"to, going, get, got, like, come, right, ready, well, know"
4243,4243,70er/Queen\C-lebrity.txt,3.0,0.2796,"little, man, boy, like, play, old, life, mother, song, sing"
4244,4244,70er/Queen\Call-Me.txt,0.0,0.2779,"love, know, time, heart, want, way, feel, let, tell, life"
4245,4245,70er/Queen\Calling-All-Girls.txt,1.0,0.7277,"la, hear, sing, lord, come, time, people, song, god, world"
4246,4246,70er/Queen\Coming-Soon.txt,4.0,0.2801,"away, day, go, come, time, run, look, night, like, home"
4247,4247,70er/Queen\Cool-Cat.txt,2.0,0.6084,"to, going, get, got, like, come, right, ready, well, know"
4248,4248,70er/Queen\Cosmos-Rockin'.txt,6.0,0.3943,"baby, come, want, get, let, wanna, girl, to, love, know"
4249,4249,70er/Queen\Crazy-Little-Thing-Called-Love.txt,2.0,0.5951,"to, going, get, got, like, come, right, ready, well, know"
4250,4250,70er/Queen\Dancer.txt,2.0,0.4392,"to, going, get, got, like, come, right, ready, well, know"
4251,4251,70er/Queen\Dead-On-Time.txt,2.0,0.5116,"to, going, get, got, like, come, right, ready, well, know"
4252,4252,70er/Queen\Dear-Friends.txt,4.0,0.4036,"away, day, go, come, time, run, look, night, like, home"
4253,4253,70er/Queen\Death-On-Two-Legs.txt,2.0,0.5441,"to, going, get, got, like, come, right, ready, well, know"
4254,4254,70er/Queen\Delilah.txt,5.0,0.2548,"get, know, say, good, tell, man, go, way, hey, time"
4255,4255,70er/Queen\Doing-All-Right.txt,4.0,0.51,"away, day, go, come, time, run, look, night, like, home"
4256,4256,70er/Queen\Don't-Lose-Your-Head.txt,0.0,0.7089,"love, know, time, heart, want, way, feel, let, tell, life"
4257,4257,70er/Queen\Don't-Stop-Me-Now.txt,2.0,0.3571,"to, going, get, got, like, come, right, ready, well, know"
4258,4258,70er/Queen\Don't-Try-So-Hard.txt,0.0,0.3802,"love, know, time, heart, want, way, feel, let, tell, life"
4259,4259,70er/Queen\Don't-Try-Suicide.txt,2.0,0.4082,"to, going, get, got, like, come, right, ready, well, know"
4260,4260,70er/Queen\Dragon-Attack.txt,2.0,0.5182,"to, going, get, got, like, come, right, ready, well, know"
4261,4261,70er/Queen\Dreamer's-Ball.txt,3.0,0.3861,"little, man, boy, like, play, old, life, mother, song, sing"
4262,4262,70er/Queen\Drowse.txt,5.0,0.256,"get, know, say, good, tell, man, go, way, hey, time"
4263,4263,70er/Queen\Face-It-Alone.txt,1.0,0.4047,"la, hear, sing, lord, come, time, people, song, god, world"
4264,4264,70er/Queen\Fat-Bottomed-Girls.txt,5.0,0.4271,"get, know, say, good, tell, man, go, way, hey, time"
4265,4265,70er/Queen\Father-To-Son.txt,1.0,0.9869,"la, hear, sing, lord, come, time, people, song, god, world"
4266,4266,"70er/Queen\Feelings,-Feelings.txt",2.0,0.4471,"to, going, get, got, like, come, right, ready, well, know"
4267,4267,70er/Queen\Fight-From-The-Inside.txt,2.0,0.5626,"to, going, get, got, like, come, right, ready, well, know"
4268,4268,70er/Queen\Fire-And-Water.txt,0.0,0.4163,"love, know, time, heart, want, way, feel, let, tell, life"
4269,4269,70er/Queen\Flash.txt,2.0,0.4141,"to, going, get, got, like, come, right, ready, well, know"
4270,4270,70er/Queen\Flick-Of-The-Wrist.txt,2.0,0.5818,"to, going, get, got, like, come, right, ready, well, know"
4271,4271,70er/Queen\Friends-Will-Be-Friends.txt,0.0,0.5562,"love, know, time, heart, want, way, feel, let, tell, life"
4272,4272,70er/Queen\Fun-It.txt,5.0,0.5605,"get, know, say, good, tell, man, go, way, hey, time"
4273,4273,70er/Queen\Funny-How-Love-Is.txt,4.0,0.5329,"away, day, go, come, time, run, look, night, like, home"
4274,4274,"70er/Queen\Get-Down,-Make-Love.txt",0.0,0.5292,"love, know, time, heart, want, way, feel, let, tell, life"
4275,4275,70er/Queen\Gimme-The-Prize.txt,7.0,0.5309,"lie, eye, light, cold, night, burn, die, high, soul, fire"
4276,4276,70er/Queen\Good-Company.txt,4.0,0.5027,"away, day, go, come, time, run, look, night, like, home"
